venue,pool_address,stock_symbol,stock_asset_uid,stock_token,quote_symbol,quote_token,token0,token1,fee,tick_spacing,evidence
UNISWAP_V3,0x803c27544ea2f41df24c08aff45451e0b17b45ed,AEIS,0x00000000000000000000000000000000a705ceeae1b44d8981ab86169e52891e,0xfaf9cb261b5fcc1f404bb10cd39c5c6c1974e612,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xfaf9cb261b5fcc1f404bb10cd39c5c6c1974e612,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xd8d7d0dc783ff547c5d7efb52368c386c160de43,ALAB,0x0000000000000000000000000000000069bc82da7c264394bdf6b23c8b0cd399,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xa255bafb65f9c79047ec74814e456e53713c8cb3,AMAT,0x00000000000000000000000000000000a98d1e2ff1ea4e54a538680595585902,0x36046893810a7e7fce501229d57dc3fc8c8716d0,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x36046893810a7e7fce501229d57dc3fc8c8716d0,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x814e6f0ab0505457f661063bda756266181fd7bb,AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x99d9d8663545151603863c5acbd6fc3218899009,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x5c329ec542f9f88b6fb7530e55c06f7b0b5e242f,AMC,0x00000000000000000000000000000000c40c1aabe3514588ae86defffe868021,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,0x5fc5360d0400a0fd4f2af552add042d716f1d168,500,10,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xaa34fea710a1a737840329051d81d3b0b7c564d5,AMC,0x00000000000000000000000000000000c40c1aabe3514588ae86defffe868021,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xc97894fc00c6eeb060838559d905b4c2253fd429,AMC,0x00000000000000000000000000000000c40c1aabe3514588ae86defffe868021,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xcf38764ae8c92222af4358a701871a6235cfc7b7,AMC,0x00000000000000000000000000000000c40c1aabe3514588ae86defffe868021,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x05a3d1cd21d0c88145e82600e62e7e496e0f222b,0x0bd7d308f8e1639fab988df18a8011f41eacad73,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x4ee16fe614f3a04f1510edf1932a41cbd5c4af9c,AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,100,1,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x48d284a2a4d3dc1b3da08231fe44317e7e7aa51f,AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xd6af1dcb75cdae4f2efc403a58ef023a51edc686,AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x2694b507bab020b37e72a84a6195fbced3093bb6,AMKR,0x00000000000000000000000000000000efb0e40b668c4b92876632971560e252,0xdd356aa38f40a7b7076755ac854b6fbb1f0d305b,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xdd356aa38f40a7b7076755ac854b6fbb1f0d305b,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V2,0xc6723798b4c7fda5c00c8fba7e66232898c5d1bc,AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x12f190a9f9d7d37a250758b26824b97ce941bf54,3000,,CANONICAL_FACTORY_VIEW_AT_FIXED_BLOCK
UNISWAP_V3,0x7b242dfa849419242e3733308d5c91fe2a7dae7e,AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x12f190a9f9d7d37a250758b26824b97ce941bf54,0x5fc5360d0400a0fd4f2af552add042d716f1d168,100,1,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x8ac92da74ab5f3b1d024dc1943ad7e15dc4179ef,AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x12f190a9f9d7d37a250758b26824b97ce941bf54,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x25967b7ca2d06aa46e47e188231ca78c87ef1fd7,AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x12f190a9f9d7d37a250758b26824b97ce941bf54,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x8b2a73a8234cfc12b8b53ae048d0ddf76bfac37c,AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x12f190a9f9d7d37a250758b26824b97ce941bf54,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x1de444d502d76313aa00b4c3d556d28b2395c814,ANET,0x00000000000000000000000000000000b423c47a2fed4814a7f1c3c05e1dcb97,0x28babd556b60e53663b8615036479a29c2cdd1bf,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x28babd556b60e53663b8615036479a29c2cdd1bf,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x6369190700480ae579a331adfcdb7967255186dd,ANET,0x00000000000000000000000000000000b423c47a2fed4814a7f1c3c05e1dcb97,0x28babd556b60e53663b8615036479a29c2cdd1bf,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x28babd556b60e53663b8615036479a29c2cdd1bf,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x3b2ebc77d892cd02c913b9da9a8354d7925f4c8c,APLD,0x0000000000000000000000000000000004a960b45163413698f0f69b5454785d,0xb8dbf92f9741c9ac1c32115e78581f23509916fd,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xb8dbf92f9741c9ac1c32115e78581f23509916fd,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x7caec5689e7daf976469769e45001e99314eaac8,APP,0x00000000000000000000000000000000a27266921f864cf2aa69baad4124d11f,0xa249baf1063af884807c1e1400aef7784836917e,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xa249baf1063af884807c1e1400aef7784836917e,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xce79c1b7b5f9ae1aab3b1796e7fcd2f5f24cf265,ASML,0x00000000000000000000000000000000f6e013126d524981acc9df053b0c19ea,0x47f93d52cbec7c6d2cfc080e154002370a60daea,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x47f93d52cbec7c6d2cfc080e154002370a60daea,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xedb22516b14eb2d1c86927db373b0e8bf70f5cd1,ASML,0x00000000000000000000000000000000f6e013126d524981acc9df053b0c19ea,0x47f93d52cbec7c6d2cfc080e154002370a60daea,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x47f93d52cbec7c6d2cfc080e154002370a60daea,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xb4c19c79b22310b5fb70959c3490149638e7bd14,ASTS,0x00000000000000000000000000000000778bc606b4504ca0babd4e171d5262ee,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x1af6446f07eb1d97c546afc8c9544cbdf3ad5137,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x8cd2c46b8c52e3d143446e959ecf01396feb667a,AUR,0x00000000000000000000000000000000c0c36a7e53234128bcb2e369ebc065c2,0x373c06c4f7bde527d7dae4ba169e42b55e393ced,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x373c06c4f7bde527d7dae4ba169e42b55e393ced,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xb4a1331504e4282746c30b89c7f6e6a73adcff88,AVAV,0x00000000000000000000000000000000f7eed20de20b4d05851c48313f1701b7,0xf6290b5e7c26502e2da514c31509849718ea76a5,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xf6290b5e7c26502e2da514c31509849718ea76a5,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x5b7c404f1d7d77f9f3885ab13d7764f8a173028c,AVGO,0x000000000000000000000000000000001bbb45628de84cb2917abd26680c7ab9,0x156e175dd063a8ce274c50654ef40e0032b3fbcf,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x156e175dd063a8ce274c50654ef40e0032b3fbcf,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xc3dabbed6574e1ef93c9e3e68e4e30ba77ca38be,AVGO,0x000000000000000000000000000000001bbb45628de84cb2917abd26680c7ab9,0x156e175dd063a8ce274c50654ef40e0032b3fbcf,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x156e175dd063a8ce274c50654ef40e0032b3fbcf,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x1fd543d2a5b31f2e200cee133d54581a475bd88f,AXON,0x00000000000000000000000000000000cdf9557e169847919e821c0a7bbb4fd3,0xc27dbd474af5181c5a8777903690d8d262d12648,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xc27dbd474af5181c5a8777903690d8d262d12648,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x0340bfc46e756f1dcc309ae43b78456885309c09,AXTI,0x000000000000000000000000000000005756ed74636b4fb7a1cb3bbdbd18eb64,0x141eea040c2250eec0314e336975e81f85f6585e,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x141eea040c2250eec0314e336975e81f85f6585e,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xc6517047b189c72d3baa9ef37d1d28f27a63638a,BA,0x0000000000000000000000000000000047129a8e0f8f4091841e4004bfa08013,0x4d21483a44bf67a86b77e3da301411880797d452,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x4d21483a44bf67a86b77e3da301411880797d452,0x5fc5360d0400a0fd4f2af552add042d716f1d168,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xbf3904cad0e63a4796cf806c21f2c1528b8ebe06,BA,0x0000000000000000000000000000000047129a8e0f8f4091841e4004bfa08013,0x4d21483a44bf67a86b77e3da301411880797d452,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x4d21483a44bf67a86b77e3da301411880797d452,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x368ddd38861d31435d764fc54df7d16481e3590b,BABA,0x000000000000000000000000000000006ef9da606f504495ad7de6a7a58b87cd,0xad25ac6c84d497db898fa1e8387bf6af3532a1c4,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xad25ac6c84d497db898fa1e8387bf6af3532a1c4,500,10,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xa57ab582b310dd6f9e934ea1eeea152741545e6a,BABA,0x000000000000000000000000000000006ef9da606f504495ad7de6a7a58b87cd,0xad25ac6c84d497db898fa1e8387bf6af3532a1c4,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xad25ac6c84d497db898fa1e8387bf6af3532a1c4,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x9eda4bcb3ebfede532f3cae3864fc0cefff782aa,BABA,0x000000000000000000000000000000006ef9da606f504495ad7de6a7a58b87cd,0xad25ac6c84d497db898fa1e8387bf6af3532a1c4,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xad25ac6c84d497db898fa1e8387bf6af3532a1c4,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xc424e56e816f148a8b30ccbde2128e04d21f51e9,BB,0x00000000000000000000000000000000551774850f194601b6cdefc8c802696d,0x48e39e56acdba37b09020c0b734a613c9a2f100a,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x48e39e56acdba37b09020c0b734a613c9a2f100a,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x183304567485e97e68835708f572aaa0e0e71d08,BB,0x00000000000000000000000000000000551774850f194601b6cdefc8c802696d,0x48e39e56acdba37b09020c0b734a613c9a2f100a,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x48e39e56acdba37b09020c0b734a613c9a2f100a,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x1bad145c8f06444e0df81c28257cd20231bd1f16,BE,0x00000000000000000000000000000000d73a53e43ed744d4b5d42c5293ba51ad,0x822cc93ffd030293e9842c30bbd678f530701867,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x822cc93ffd030293e9842c30bbd678f530701867,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xb28ae7eaa50a7eb468d6aa516c85b1bb56b3b085,BE,0x00000000000000000000000000000000d73a53e43ed744d4b5d42c5293ba51ad,0x822cc93ffd030293e9842c30bbd678f530701867,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x822cc93ffd030293e9842c30bbd678f530701867,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xe3eca0fa4a9bd2c90852c94fe4a756da11300489,BE,0x00000000000000000000000000000000d73a53e43ed744d4b5d42c5293ba51ad,0x822cc93ffd030293e9842c30bbd678f530701867,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x822cc93ffd030293e9842c30bbd678f530701867,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x4f7039ae91038a11e76da15f0ccc0ffc90e7c37b,BND,0x000000000000000000000000000000006604af6b5c4a4031a29417ec8c2f8c53,0x2f62fc9fabb470c690f141c28340ed832bb27020,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x2f62fc9fabb470c690f141c28340ed832bb27020,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x115aac1e54bba1e4d10834093147ad8b4b67312d,BULL,0x000000000000000000000000000000006b598b911bbf43ee8ca6be4dd7267f6d,0xcef9027c7d6985b85f0ba431125073529a947a68,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xcef9027c7d6985b85f0ba431125073529a947a68,3000,60,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x396e9f3c8cd496311ba3cd19901b2022fe265c2c,BULL,0x000000000000000000000000000000006b598b911bbf43ee8ca6be4dd7267f6d,0xcef9027c7d6985b85f0ba431125073529a947a68,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xcef9027c7d6985b85f0ba431125073529a947a68,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0x0a393801fea32a50be77dab6c8bbb503db3a4663,BULL,0x000000000000000000000000000000006b598b911bbf43ee8ca6be4dd7267f6d,0xcef9027c7d6985b85f0ba431125073529a947a68,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xcef9027c7d6985b85f0ba431125073529a947a68,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xa887c160493c80b8cf2a847a0da103e8aa5fe8f9,CBRS,0x000000000000000000000000000000002e030d9bc86c45e2b9e02418dd312548,0x5c90450bbb4273d7b2f17cf6917aeb237a569679,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5c90450bbb4273d7b2f17cf6917aeb237a569679,0x5fc5360d0400a0fd4f2af552add042d716f1d168,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xb19ace635ef3a28b85bfb01bae97d0de80750680,CCL,0x000000000000000000000000000000001cf204e4aa464340bf2e68461ff6d8d3,0x9651342cea770ae9a2969ba2a52611523146aef9,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x9651342cea770ae9a2969ba2a52611523146aef9,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
UNISWAP_V3,0xc9529b7dc74bf15da6cee01a282908e8c7ab6ba3,CEG,0x0000000000000000000000000000000068576a5b6aee4a6bbc9f0d91f47e3918,0xae517a2903e68bd929dfd15be875f8369d53e94a,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xae517a2903e68bd929dfd15be875f8369d53e94a,10000,200,CANONICAL_FACTORY_VIEW_AND_POOL_STATE_AT_FIXED_BLOCK
