stock_symbol,stock_asset_uid,stock_token,quote_symbol,quote_token,dex_id,version,pair_identifier,pair_identifier_kind,evidence,liquidity_usd_at_capture,volume_h24_at_capture,url
ALAB,0x0000000000000000000000000000000069bc82da7c264394bdf6b23c8b0cd399,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0x1909a220b43b08af6b5a2369e63e9024d5b2c7008d02bc3455270415b8163420,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,3340.29,314.84,https://dexscreener.com/robinhood/0x1909a220b43b08af6b5a2369e63e9024d5b2c7008d02bc3455270415b8163420
ALAB,0x0000000000000000000000000000000069bc82da7c264394bdf6b23c8b0cd399,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0x2402e7a9b73a54f18310091f876fd19efe6e0da60a2d913c7eccd11cb88a8d94,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,8307.51,2357.19,https://dexscreener.com/robinhood/0x2402e7a9b73a54f18310091f876fd19efe6e0da60a2d913c7eccd11cb88a8d94
ALAB,0x0000000000000000000000000000000069bc82da7c264394bdf6b23c8b0cd399,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x704811e70314f7eb10c1059d8f857fe6a15d13a92728237bf8d999268a3effb7,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,2887.67,202.43,https://dexscreener.com/robinhood/0x704811e70314f7eb10c1059d8f857fe6a15d13a92728237bf8d999268a3effb7
ALAB,0x0000000000000000000000000000000069bc82da7c264394bdf6b23c8b0cd399,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xd74859c163d2f71907766caf9b2f55520bff0fda0464e97b9e983e317d932514,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,642.33,265.7,https://dexscreener.com/robinhood/0xd74859c163d2f71907766caf9b2f55520bff0fda0464e97b9e983e317d932514
ALAB,0x0000000000000000000000000000000069bc82da7c264394bdf6b23c8b0cd399,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0xe22e74947ac326fc8373145a1f4576f482d661f45ecebce0106f0ceba8bdc0f1,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,469.15,210.65,https://dexscreener.com/robinhood/0xe22e74947ac326fc8373145a1f4576f482d661f45ecebce0106f0ceba8bdc0f1
ALAB,0x0000000000000000000000000000000069bc82da7c264394bdf6b23c8b0cd399,0x748c32c3ca24edf31ea597db1f3d330a7a6da3dc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0xfefd43410dc8dec18294dc6eb4ac418bde567b8944ffa35e45c6b0923fb5dd32,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,14588.01,2105.33,https://dexscreener.com/robinhood/0xfefd43410dc8dec18294dc6eb4ac418bde567b8944ffa35e45c6b0923fb5dd32
AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x1a6c5e7e7c3a67b7e1c72b170bd54ca80e893c34d0f4b8086e5bd83a732d998b,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,1839.05,0.63,https://dexscreener.com/robinhood/0x1a6c5e7e7c3a67b7e1c72b170bd54ca80e893c34d0f4b8086e5bd83a732d998b
AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0x222b543214371ceaffea532955d5851b04bf81c186ee339c8925a2a88903ee52,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,3702.4,4926.92,https://dexscreener.com/robinhood/0x222b543214371ceaffea532955d5851b04bf81c186ee339c8925a2a88903ee52
AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x767f3d7cd19ce87cdd7388325d10e19d979187ffe3f288b7cea05bb29f00a62a,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,15505.77,650.83,https://dexscreener.com/robinhood/0x767f3d7cd19ce87cdd7388325d10e19d979187ffe3f288b7cea05bb29f00a62a
AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0x95fb1c7efb4a35278ca863d66be130473565b208ba1300a24b0df6aebfea6165,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,3337.43,120.09,https://dexscreener.com/robinhood/0x95fb1c7efb4a35278ca863d66be130473565b208ba1300a24b0df6aebfea6165
AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x97dc01ff29a5d436bb7a1665a6cecfbc80c93327e7c50c14e4dcf91aa9608a39,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,482.03,23.66,https://dexscreener.com/robinhood/0x97dc01ff29a5d436bb7a1665a6cecfbc80c93327e7c50c14e4dcf91aa9608a39
AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xd3857b7cca1dce389d52b82da1a4675ee7962acc0fc2f20401139e1ab8996288,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,3708.69,3198.62,https://dexscreener.com/robinhood/0xd3857b7cca1dce389d52b82da1a4675ee7962acc0fc2f20401139e1ab8996288
AMBA,0x000000000000000000000000000000009148f90c74194b4ab333453c9ddaccbf,0x99d9d8663545151603863c5acbd6fc3218899009,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0xd8a3f8ed21d4312586543e97c5174f9a3ebd0a671e101455c01c5e6fdfe51fcc,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,2394.84,86.9,https://dexscreener.com/robinhood/0xd8a3f8ed21d4312586543e97c5174f9a3ebd0a671e101455c01c5e6fdfe51fcc
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,giga,v3,0x57ee5daaadfffdcc780bdd18843533aca86952a0,CONTRACT_ADDRESS,THIRD_PARTY_DISCOVERY_ONLY,238.98,209.61,https://dexscreener.com/robinhood/0x57ee5daaadfffdcc780bdd18843533aca86952a0
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,ramses,v3,0x16dd3a82ea5b132be4fcf4dad4cc7ecd4eb25c3f,CONTRACT_ADDRESS,THIRD_PARTY_DISCOVERY_ONLY,7648.84,2507.64,https://dexscreener.com/robinhood/0x16dd3a82ea5b132be4fcf4dad4cc7ecd4eb25c3f
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,sheriff,v4,0x93b00da5736df94f54f21418011eecf96efbc78c,CONTRACT_ADDRESS,THIRD_PARTY_DISCOVERY_ONLY,828.09,23.72,https://dexscreener.com/robinhood/0x93b00da5736df94f54f21418011eecf96efbc78c
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v3,0x48d284a2a4d3dc1b3da08231fe44317e7e7aa51f,CONTRACT_ADDRESS,MATCHED_CANONICAL_UNISWAP_FACTORY_RESULT,86120.93,873033.5,https://dexscreener.com/robinhood/0x48d284a2a4d3dc1b3da08231fe44317e7e7aa51f
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v3,0xd6af1dcb75cdae4f2efc403a58ef023a51edc686,CONTRACT_ADDRESS,MATCHED_CANONICAL_UNISWAP_FACTORY_RESULT,9678.24,48598.06,https://dexscreener.com/robinhood/0xd6af1dcb75cdae4f2efc403a58ef023a51edc686
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x09debb57e8079ea337b5e04c6e582252fddfc18a587ac2de4b68076cc8940b61,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,462.25,131.98,https://dexscreener.com/robinhood/0x09debb57e8079ea337b5e04c6e582252fddfc18a587ac2de4b68076cc8940b61
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x1a6d5579d20159a8e16b9ef7d41d7aedffb4198283f091427ec8f4cda8b30e9e,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,81.15,30.03,https://dexscreener.com/robinhood/0x1a6d5579d20159a8e16b9ef7d41d7aedffb4198283f091427ec8f4cda8b30e9e
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x7123b1e28b35a9ea4c3575efef37dbe14a8aa8fdb13bfb1f24ccad7287868ed4,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,1956.43,18.59,https://dexscreener.com/robinhood/0x7123b1e28b35a9ea4c3575efef37dbe14a8aa8fdb13bfb1f24ccad7287868ed4
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x7299841b076c2e7021cc1cad26b0f96046a32bd5212851b68ee3cf1958f57e3d,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,27592.28,6724.13,https://dexscreener.com/robinhood/0x7299841b076c2e7021cc1cad26b0f96046a32bd5212851b68ee3cf1958f57e3d
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x80e23c0dd75ec1e84757b41fa7530101b6775b61fdc6233eaf046e9cc5f90516,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,4626.29,422.64,https://dexscreener.com/robinhood/0x80e23c0dd75ec1e84757b41fa7530101b6775b61fdc6233eaf046e9cc5f90516
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0xce64759af046c48f96886774df784b07b3d42e3670866968e51c3a0e6a102d5f,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,3506.42,863.88,https://dexscreener.com/robinhood/0xce64759af046c48f96886774df784b07b3d42e3670866968e51c3a0e6a102d5f
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xde9f85fdd9e05a943a52f2c69ffafe3064a3287df03d02c9b431bc92d4781274,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,168571.15,891367.87,https://dexscreener.com/robinhood/0xde9f85fdd9e05a943a52f2c69ffafe3064a3287df03d02c9b431bc92d4781274
AMD,0x0000000000000000000000000000000086aeaac3c7d9422c90f6fd41aff0eaf7,0x86923f96303d656e4aa86d9d42d1e57ad2023fdc,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0xf7855dbdd050fdeabb085fd4828b079f678746a8fbdf303373d141a9d22b0d2d,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,49.06,3.52,https://dexscreener.com/robinhood/0xf7855dbdd050fdeabb085fd4828b079f678746a8fbdf303373d141a9d22b0d2d
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,ramses,v3,0x3ce15b447aa05d1017a9d4c9d2631b813bc01ae8,CONTRACT_ADDRESS,THIRD_PARTY_DISCOVERY_ONLY,22.2,128.14,https://dexscreener.com/robinhood/0x3ce15b447aa05d1017a9d4c9d2631b813bc01ae8
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v3,0x8ac92da74ab5f3b1d024dc1943ad7e15dc4179ef,CONTRACT_ADDRESS,MATCHED_CANONICAL_UNISWAP_FACTORY_RESULT,451686.2,1088915.12,https://dexscreener.com/robinhood/0x8ac92da74ab5f3b1d024dc1943ad7e15dc4179ef
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,uniswap,v3,0x8b2a73a8234cfc12b8b53ae048d0ddf76bfac37c,CONTRACT_ADDRESS,MATCHED_CANONICAL_UNISWAP_FACTORY_RESULT,0,1009.49,https://dexscreener.com/robinhood/0x8b2a73a8234cfc12b8b53ae048d0ddf76bfac37c
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x222212731bfcc2104c97787b1a04f6e896f71be7d14eade8a7c8ac032b2d65d8,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,4553.5,2024.84,https://dexscreener.com/robinhood/0x222212731bfcc2104c97787b1a04f6e896f71be7d14eade8a7c8ac032b2d65d8
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x24fe1c9ad6f3e4118505f3269716b2f532396895611440679192d299e5aa16f8,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,5084.49,38.2,https://dexscreener.com/robinhood/0x24fe1c9ad6f3e4118505f3269716b2f532396895611440679192d299e5aa16f8
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x6122185073beec84636be40e0336c56b639cb8a6c0331c9458c56a6048a55b1c,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,12054.35,7107.14,https://dexscreener.com/robinhood/0x6122185073beec84636be40e0336c56b639cb8a6c0331c9458c56a6048a55b1c
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x73114aaba7ff255570256af9edcd7a3caf143040fe7e6db5f2997ebe3c981436,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,241.69,81.33,https://dexscreener.com/robinhood/0x73114aaba7ff255570256af9edcd7a3caf143040fe7e6db5f2997ebe3c981436
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0x751e89b1e830a959e282377cf53bacc046ff7d6b67c6209504c3db692992c3cd,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,6799.72,52520.88,https://dexscreener.com/robinhood/0x751e89b1e830a959e282377cf53bacc046ff7d6b67c6209504c3db692992c3cd
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xd32646872e6712af8cf778e34b6bbef1d2ae0bddd83764e1b07333518ad59333,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,8582.81,23813.81,https://dexscreener.com/robinhood/0xd32646872e6712af8cf778e34b6bbef1d2ae0bddd83764e1b07333518ad59333
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xde84c76c858a7916242790ea5fa785292f03c0cb01c90ac1b2cc8983b75ff05b,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,376.8,13.78,https://dexscreener.com/robinhood/0xde84c76c858a7916242790ea5fa785292f03c0cb01c90ac1b2cc8983b75ff05b
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xe2cca39a304be4d97a4f0e8f23492fa5aec7fc1b142f04fe62091e0d37a5957e,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,5670.75,1887.33,https://dexscreener.com/robinhood/0xe2cca39a304be4d97a4f0e8f23492fa5aec7fc1b142f04fe62091e0d37a5957e
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0xe530f455b70ab60a0bbc078d0a5da84942f36f85d2b09f82c0e098ac00501a15,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,1790.92,117.42,https://dexscreener.com/robinhood/0xe530f455b70ab60a0bbc078d0a5da84942f36f85d2b09f82c0e098ac00501a15
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xe96c31d26bf13b66e8538574ae7b16cb908358f7c9013583e41b5136bda46b32,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,,4.05,https://dexscreener.com/robinhood/0xe96c31d26bf13b66e8538574ae7b16cb908358f7c9013583e41b5136bda46b32
AMZN,0x000000000000000000000000000000004f508d5e2a7042299694d85c2f362ad2,0x12f190a9f9d7d37a250758b26824b97ce941bf54,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0xf50fb6880e6e2d57e9f01a072fbb2c6a196188303582bb63b625c6c7f4b526ad,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,0,125.93,https://dexscreener.com/robinhood/0xf50fb6880e6e2d57e9f01a072fbb2c6a196188303582bb63b625c6c7f4b526ad
APLD,0x0000000000000000000000000000000004a960b45163413698f0f69b5454785d,0xb8dbf92f9741c9ac1c32115e78581f23509916fd,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0x3290ce6652e9a71d7ba850367ff1fa3f139f782c345338c19ae208ccda3f1121,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,479.01,21.41,https://dexscreener.com/robinhood/0x3290ce6652e9a71d7ba850367ff1fa3f139f782c345338c19ae208ccda3f1121
APLD,0x0000000000000000000000000000000004a960b45163413698f0f69b5454785d,0xb8dbf92f9741c9ac1c32115e78581f23509916fd,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0x470bdedb7eb28ff964af9849c4a888a272dcacad05eebe268e8cec9d6348cf41,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,1000.29,221.79,https://dexscreener.com/robinhood/0x470bdedb7eb28ff964af9849c4a888a272dcacad05eebe268e8cec9d6348cf41
APLD,0x0000000000000000000000000000000004a960b45163413698f0f69b5454785d,0xb8dbf92f9741c9ac1c32115e78581f23509916fd,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x801ec7d47032002cf82d80b2003f9a5cbf64434a21d234d0f4c80bb4200e2edb,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,1283.63,30.14,https://dexscreener.com/robinhood/0x801ec7d47032002cf82d80b2003f9a5cbf64434a21d234d0f4c80bb4200e2edb
APLD,0x0000000000000000000000000000000004a960b45163413698f0f69b5454785d,0xb8dbf92f9741c9ac1c32115e78581f23509916fd,ETH,0x0000000000000000000000000000000000000000,uniswap,v4,0x91c8a5147c0e00cf501838c8b7b8854407a88cdf7e97dd0d90fec2b7aa9c4092,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,3576.14,26.33,https://dexscreener.com/robinhood/0x91c8a5147c0e00cf501838c8b7b8854407a88cdf7e97dd0d90fec2b7aa9c4092
APLD,0x0000000000000000000000000000000004a960b45163413698f0f69b5454785d,0xb8dbf92f9741c9ac1c32115e78581f23509916fd,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,v4,0xa66b5af03f402fa739c18b7dc29719adafe18af5c11a44fd956423856ae4e1c2,POOL_ID_BYTES32,THIRD_PARTY_DISCOVERY_ONLY,13786.61,3352.26,https://dexscreener.com/robinhood/0xa66b5af03f402fa739c18b7dc29719adafe18af5c11a44fd956423856ae4e1c2
